Date,RSI,MACD,SMA_5,SMA_10,SMA_50,SMA_100,BB_lower,BB_upper,Open,Close,Volume,Exit,Long,Short,Running
2010-07-30,35.58029057581727,0.5796415651605069,89.92722930908204,88.97119522094727,87.72647491455078,91.26444442749023,83.70792701140404,92.02642891510963,109.16999816894531,89.41637420654297,220070600.0,0,1,0,True
2010-08-02,28.4841219015476,0.6454474959428499,90.12183837890625,89.41474838256836,87.8193896484375,91.25474342346192,84.5595334074805,92.03111829540035,111.98999786376953,91.43546295166016,188263200.0,1,0,0,True
2010-08-03,34.35811825004577,0.6759586993072205,90.23049774169922,89.718017578125,87.87820571899414,91.23680572509765,85.5318286922231,91.81700019571635,112.4800033569336,90.99759674072266,146657300.0,1,0,0,True
2010-08-04,29.027439765496524,0.7151745684394196,90.57755889892579,90.19644317626953,87.97178298950195,91.2248696899414,85.80588463590776,92.09921256257856,112.52999877929688,91.60577392578125,158171700.0,1,0,0,True
2010-08-05,15.428205326973675,0.7352888452750008,90.99273376464843,90.47133407592773,88.06163803100586,91.21171943664551,85.99560824913196,92.37088268714733,112.25,91.50846099853516,140473800.0,1,0,0,True
2010-08-06,17.490402123801072,0.7297394293996,91.33654327392578,90.6318862915039,88.15452423095704,91.18744415283203,86.15952930234359,92.56617870546891,111.73999786376953,91.13542175292969,239728300.0,1,0,0,True
2010-08-09,18.47031015627771,0.7343840733259421,91.37384490966797,90.7478416442871,88.19919525146484,91.1624887084961,86.32185663985554,92.80605092240033,112.91999816894531,91.6219711303711,120800400.0,1,0,0,True
2010-08-10,15.687391140256535,0.7116894378210412,91.39979400634766,90.81514587402344,88.2564094543457,91.13306907653809,86.37457921925161,92.9738887983265,112.02999877929688,91.1273422241211,242916300.0,0,0,1,True
2010-08-11,-371.28440366972495,0.5953323015517713,90.80460357666016,90.69108123779297,88.29337295532227,91.0834358215332,86.34421482847353,92.9758726043878,110.6500015258789,88.62982177734375,273406900.0,1,0,0,True
2010-08-12,-28.033543353701077,0.47561783286653236,90.12021331787109,90.55647354125976,88.27427536010742,91.02336585998535,86.24129155571154,92.99365030830214,107.6500015258789,88.08650970458984,239542600.0,1,0,0,True
2010-08-13,-11.815381586794278,0.3649078393648661,89.45853424072266,90.39753875732421,88.24385498046875,90.95408332824707,86.52299462888789,92.84573934938359,108.29000091552734,87.8270263671875,158698500.0,1,0,0,True
2010-08-16,-11.671776158501011,0.27067085747484093,88.69143676757812,90.03264083862305,88.27541183471679,90.88899559020996,86.68577150012165,92.76161772106975,107.56999969482422,87.78648376464844,147895300.0,0,1,0,True
2010-08-17,-41.692856329906284,0.2309935044924392,88.23895874023438,89.81937637329102,88.35000503540039,90.83622581481933,86.81497558581675,92.72241836559927,109.19000244140625,88.86495208740234,172270300.0,1,0,0,True
2010-08-18,-107.40313505579513,0.20254899072336457,88.31842498779297,89.56151428222657,88.40960311889648,90.7856430053711,87.2407171551906,92.5172403033055,109.54000091552734,89.02715301513672,182922100.0,0,0,1,True
2010-08-19,-22.468477263869808,0.12200074499998456,88.19678955078125,89.15850143432617,88.44742492675782,90.71359985351563,87.00553780889825,92.62429770135566,109.22000122070312,87.47833251953125,265847600.0,1,0,0,True
2010-08-20,-5.506802886301941,0.04624732626486863,88.0702911376953,88.76441268920898,88.42953414916992,90.63807312011718,86.65452277453596,92.74177620617692,107.55999755859375,87.19453430175781,209714200.0,1,0,0,True
2010-08-23,-5.64716235188202,-0.02639424178998906,87.88540954589844,88.28842315673828,88.39643905639649,90.56244987487793,86.24741745613751,92.78884734488788,108.04000091552734,86.86207580566406,163490300.0,0,0,1,True
2010-08-24,-2.8629456003662286,-0.12989408941635266,87.22697143554687,87.73296508789062,88.34030166625976,90.46747734069824,85.59448004932977,92.95363091258429,105.94999694824219,85.57276153564453,280677800.0,1,0,0,True
2010-08-25,-3.675904720148796,-0.19841013964204193,86.602587890625,87.46050643920898,88.2506234741211,90.36808166503906,85.11496867767431,93.03661899932763,104.94999694824219,85.90523529052734,272234800.0,1,0,0,True
2010-08-26,-3.547580000841009,-0.27054754280068344,86.17282409667969,87.18480682373047,88.15007598876953,90.26066909790039,84.57660024421105,93.1646801207792,106.44000244140625,85.32951354980469,224439500.0,0,1,0,True
2010-08-27,-5.823895162243426,-0.2764041985840081,86.06416931152344,87.06723022460938,88.07305847167969,90.17196212768555,84.3355021364898,93.1292668454438,105.88999938964844,86.65126037597656,272649000.0,0,0,1,True
2010-08-30,-5.049558841142889,-0.32164329665655167,85.7706314086914,86.82802047729493,87.96894073486328,90.06737724304199,83.98556799091773,92.87509332500025,106.58000183105469,85.3943862915039,167238600.0,1,0,0,True
2010-08-31,-8.947450333077873,-0.3525595010825034,85.73495635986328,86.48096389770508,87.87001281738281,89.95649749755859,83.68046152072522,92.61987875027087,104.91999816894531,85.3943862915039,273933100.0,0,1,0,True
2010-09-01,-395.3251785022412,-0.2798019452302438,86.14364318847656,86.37311553955078,87.85201095581054,89.8696272277832,83.80412822547218,92.13050159630517,106.7300033569336,87.94866943359375,256828100.0,0,1,0,True
2010-09-02,66.63662981677794,-0.18731257334164586,86.8312759399414,86.50205001831054,87.8559034729004,89.79022064208985,83.98996719614594,91.67058425649078,108.72000122070312,88.7676773071289,156112200.0,0,1,0,True
2010-09-03,34.79075591170895,-0.06831533534102024,87.48484954833984,86.77450942993164,87.91217880249023,89.71135292053222,84.11553159667255,91.42339052246808,110.54000091552734,89.91912841796875,212197300.0,0,0,1,True
2010-09-07,1562.8977059044546,-0.007439552761630663,88.18707733154297,86.97885437011719,87.94088424682617,89.62154220581054,84.40553661773906,90.86174090911642,110.37000274658203,88.90552520751953,141973700.0,1,0,0,True
2010-09-08,135.32338836955194,0.06490789157799837,89.01417999267578,87.37456817626953,87.98759155273437,89.55355094909667,84.62441223651977,90.4831210276404,109.86000061035156,89.52989959716797,149924400.0,1,0,0,True
2010-09-09,29.276031543632463,0.1378567990396995,89.4131362915039,87.77838973999023,88.0964126586914,89.4860636138916,84.53376905112609,90.70512712807314,111.6500015258789,89.94345092773438,147017900.0,1,0,0,True
2010-09-10,23.94925516761706,0.2117056590122932,89.739111328125,88.2851936340332,88.23037078857422,89.41448211669922,84.41173634715571,91.05826411060795,111.12000274658203,90.39755249023438,127819000.0,0,1,0,True
2010-09-13,19.107145257328728,0.30499726397131394,90.03589172363282,88.76037063598633,88.39189910888672,89.35473045349121,84.20702201107866,91.62057884951705,112.58000183105469,91.40303039550781,178503500.0,1,0,0,True
2010-09-14,15.028014609883343,0.37434949624007546,90.52404479980468,89.35556106567383,88.56137481689453,89.29150611877441,84.0813268895479,92.10225465342084,112.5,91.3462905883789,209823600.0,1,0,0,True
2010-09-15,15.01393513802705,0.4380489262409673,90.95706024169922,89.9856201171875,88.72695785522461,89.22539321899414,83.91971816146605,92.54686585342654,112.31999969482422,91.69497680664062,168608400.0,1,0,0,True
2010-09-16,13.708468238241165,0.482838784565394,91.30249328613282,90.35781478881836,88.8395083618164,89.16274925231933,83.79511555447822,92.93581477389093,112.7300033569336,91.67061614990234,199962900.0,1,0,0,True
2010-09-17,14.653282687987634,0.513854279142913,91.56395263671875,90.65153198242187,88.93571487426757,89.12360946655274,83.79327185090592,93.3603101498265,113.04000091552734,91.70484924316406,195836900.0,0,1,0,True
2010-09-20,11.419359114623006,0.5823862029393145,91.90475616455078,90.9703239440918,89.04699081420898,89.09122833251953,83.73116007865013,94.01367329537331,112.87999725341797,93.10704803466797,214555200.0,1,0,0,True
2010-09-21,11.703829195320493,0.6227634183284487,92.21941528320312,91.37173004150391,89.15338302612305,89.0450283050537,83.8233047432311,94.52727966839,114.30000305175781,92.91958618164062,268389100.0,1,0,0,True
2010-09-22,13.851447499619747,0.63022850011697,92.37303161621094,91.66504592895508,89.22420944213867,89.01080741882325,84.25792272444524,94.78169138077938,113.80000305175781,92.46305847167969,191322400.0,0,0,1,True
2010-09-23,18.449573247335223,0.6005467856864278,92.38151702880859,91.84200515747071,89.28019775390625,88.95665794372559,84.75109619855746,94.86929869890346,112.48999786376953,91.71304321289062,202354300.0,0,1,0,True
2010-09-24,16.753217715706512,0.636199031472857,92.76141662597657,92.16268463134766,89.373525390625,88.94426071166993,85.35796053441251,95.08991773096835,113.75,93.6043472290039,209671800.0,1,0,0,True
2010-09-27,14.525375416880568,0.6394610004324985,92.77120056152344,92.33797836303711,89.50686264038086,88.93302932739257,85.82106151480521,95.27728748421823,114.86000061035156,93.15596771240234,128761800.0,1,0,0,True
2010-09-28,14.866887635829437,0.6443864489863659,92.88370056152344,92.55155792236329,89.63650573730469,88.95637229919434,86.72468422058265,95.18243476745445,114.41999816894531,93.48208618164062,209207500.0,1,0,0,True
2010-09-29,16.18127943875383,0.6328316504424595,93.05489501953124,92.71396331787109,89.74358825683593,88.99164321899414,87.90100453190774,94.79857890315085,114.37999725341797,93.31903076171875,179665800.0,1,0,0,True
2010-09-30,18.939121151793184,0.6039726464017106,93.32065124511719,92.8510841369629,89.86799438476562,88.98459671020508,88.47578866789569,94.73311025788557,115.05000305175781,93.04182434082031,287106700.0,1,0,0,True
2010-10-01,21.64342273883747,0.5854912173419524,93.28641052246094,93.02391357421875,89.96146621704102,88.984126663208,88.91039313456565,94.76505242207497,114.98999786376953,93.43314361572266,174638700.0,1,0,0,True
2010-10-04,31.70693034420489,0.5361834346300643,93.20162963867188,92.98641510009766,90.0255094909668,88.96357185363769,89.17134112473673,94.78539791945272,114.37000274658203,92.73206329345703,166153200.0,0,1,0,True
2010-10-05,20.358592532847123,0.5549188313853961,93.4249984741211,93.15434951782227,90.10823974609374,88.97346817016602,89.61802803682548,94.9080515225007,114.80000305175781,94.59893035888672,229634100.0,1,0,0,True
2010-10-06,20.245563707047907,0.5603662245683421,93.67934875488281,93.36712188720703,90.19096939086914,89.0002311706543,90.00718955910456,95.02497825705755,116.0199966430664,94.59078216552734,148626600.0,1,0,0,True
2010-10-07,21.20570538334077,0.5511446647662918,93.96631469726563,93.6434829711914,90.28309310913086,89.02536880493165,90.39879261567086,95.08669551299124,116.5,94.47665405273438,164860000.0,1,0,0,True
2010-10-08,26.3516379351895,0.5532759715394648,94.28099670410157,93.78370361328125,90.39457244873047,89.06831459045411,90.69470059387207,95.25168765075684,116.05000305175781,95.00655364990234,177760100.0,1,0,0,True
2010-10-11,23.408495036733783,0.5484996213092372,94.75382843017579,93.97772903442383,90.50816940307617,89.11732215881348,90.81738004717333,95.4983273502876,116.72000122070312,95.09622192382812,103098300.0,1,0,0,True
2010-10-12,18.412456758229297,0.5454219631162398,94.91197967529297,94.16848907470703,90.58725387573242,89.20332176208495,90.98021833588713,95.73982866118318,116.2699966430664,95.38968658447266,182210000.0,1,0,0,True
2010-10-13,13.874611062571876,0.5596861780201134,95.22013244628906,94.44974060058594,90.68993286132813,89.28406929016113,91.03435394241488,96.12934997604215,117.66000366210938,96.13154602050781,194347200.0,1,0,0,True
2010-10-14,19.697120088481775,0.5473767065759529,95.47610931396484,94.72121200561523,90.77294815063476,89.37236557006835,91.22868242931001,96.34361371326811,117.80999755859375,95.75653839111328,217764300.0,1,0,0,True
2010-10-15,15.860149629201159,0.5343057537427405,95.66523590087891,94.97311630249024,90.86182266235352,89.46173034667969,91.46345886190065,96.53357101480833,118.27999877929688,95.95218658447266,243705000.0,1,0,0,True
2010-10-18,15.567990625737224,0.5306025919829274,95.93099670410156,95.34241256713867,90.96761474609374,89.56106948852539,91.44726700351569,96.88156066372065,117.73999786376953,96.4250259399414,141204800.0,0,0,1,True
2010-10-19,24.8671782151568,0.47196012170803314,95.88534851074219,95.39866409301757,91.03840423583985,89.61879974365235,91.59079833018167,96.96221528065819,117.19000244140625,95.16144561767578,280604700.0,0,1,0,True
2010-10-20,18.074728750450415,0.4487535102571112,95.87719421386718,95.54866333007813,91.13767288208008,89.69704116821289,91.79798169150794,97.11780352577722,116.94000244140625,96.09077453613281,200051800.0,1,0,0,True
2010-10-21,18.57940466441918,0.42833365455904193,95.98643493652344,95.73127212524415,91.2911312866211,89.79225212097168,92.24120531812798,97.13354977830755,118.4000015258789,96.30274200439453,221585500.0,1,0,0,True
2010-10-22,14.695580701732972,0.4091301461020409,96.09241943359375,95.87882766723632,91.45904327392579,89.8666593170166,92.31576070389299,97.34677057662459,118.30999755859375,96.48210906982422,108212400.0,1,0,0,True
2010-10-25,18.120155788777435,0.3948496258370402,96.16090240478516,96.04594955444335,91.6378515625,89.94085327148437,92.48422763423036,97.53945095463683,119.13999938964844,96.76744079589844,151145700.0,1,0,0,True
2010-10-26,17.992540870394148,0.3749320659207147,96.48535766601563,96.1853530883789,91.81779632568359,90.0466040802002,92.63873764968619,97.71510451339975,118.0999984741211,96.78372192382812,158982900.0,1,0,0,True
2010-10-27,19.437981801029096,0.3401352563236195,96.56850738525391,96.22285079956055,91.97062774658202,90.16031639099121,92.89070410540272,97.78188729474375,117.88999938964844,96.50652313232422,190024000.0,1,0,0,True
2010-10-28,22.634582002062945,0.30435108988188597,96.61253051757812,96.29948272705079,92.12054183959961,90.26507247924805,93.26503353255822,97.7556612001078,119.05999755859375,96.52285766601562,168576000.0,1,0,0,True
2010-10-29,22.771911621093757,0.2702269052403947,96.6353530883789,96.36388626098633,92.30289962768555,90.37516227722168,93.60065687032707,97.7363456931495,118.27999877929688,96.59622192382812,144305500.0,1,0,0,True
2010-11-01,25.460383329536576,0.23635787758928561,96.60763397216797,96.38426818847657,92.49158584594727,90.46055999755859,94.28378318700949,97.44289756860574,119.06999969482422,96.62884521484375,174074800.0,0,1,0,True
2010-11-02,25.16139160256488,0.22942578621658982,96.72991790771485,96.60763778686524,92.70224716186523,90.54934310913086,94.3999963660022,97.60630551388061,119.41999816894531,97.3951416015625,158345900.0,1,0,0,True
2010-11-03,17.59036325709883,0.23061168751537164,96.98590393066407,96.77720565795899,92.94652099609375,90.64341133117676,94.51607063722729,97.80979835080983,119.68000030517578,97.78645324707031,226702800.0,0,1,0,True
2010-11-04,14.144708622795045,0.291764814262365,97.61526184082031,97.11389617919922,93.22180923461914,90.73621635437011,94.32056025698654,98.52460804745681,121.27999877929688,99.66964721679688,215039400.0,1,0,0,True
2010-11-05,14.25675020550977,0.34583174518918325,98.30494537353516,97.47014923095703,93.5161117553711,90.83309387207031,94.12671650759656,99.22226039059682,122.33999633789062,100.04463958740234,180654100.0,1,0,0,True
2010-11-08,10.989609651082498,0.37320005512305343,98.95060577392579,97.77911987304688,93.7802294921875,90.9266439819336,94.10885311204704,99.71621631544319,122.33999633789062,99.85714721679688,156107100.0,1,0,0,True
2010-11-09,13.877047498461094,0.35970629140142063,99.29952545166016,98.0147216796875,94.0551365661621,91.0120386505127,94.22450624301575,99.97556852505065,122.81999969482422,99.13973999023438,186621600.0,1,0,0,True
2010-11-10,13.652436293345279,0.3536978561955939,99.65007629394532,98.31799011230468,94.33803298950195,91.10402290344238,94.23702061985502,100.30382029201023,121.58000183105469,99.5392074584961,221387400.0,1,0,0,True
2010-11-11,15.80570284231846,0.32585659001832346,99.54898223876953,98.58212203979492,94.56234313964843,91.20717704772949,94.38273044594895,100.49887432089675,121.05000305175781,99.16417694091797,158017600.0,0,0,1,True
2010-11-12,32.33388237936585,0.25215915915235887,99.13810729980469,98.72152633666992,94.74679489135742,91.3013491821289,94.55856178515803,100.52685081249821,120.81999969482422,97.99026489257812,239068800.0,1,0,0,True
2010-11-15,36.87057966251839,0.17987799095149604,98.73701171875,98.84380874633788,94.90544570922852,91.40881225585937,94.67451484091663,100.55356209389782,120.58000183105469,97.85166931152344,163940800.0,0,0,1,True
2010-11-16,-219.6013105267643,0.059918346530027033,98.17450714111328,98.73701629638671,95.05387954711914,91.49738189697266,94.89586422763887,100.44878985561309,119.29000091552734,96.32721710205078,299566200.0,1,0,0,True
2010-11-17,-270.5641345603904,-0.04008120713964192,97.54188995361328,98.59598312377929,95.1908039855957,91.58919776916504,94.94159658138315,100.43159220035514,118.20999908447266,96.3761215209961,172308900.0,0,1,0,True
2010-11-18,44.35358904981699,-0.07356923118548453,97.26797637939453,98.40847930908203,95.3478271484375,91.72211990356445,95.09456567421313,100.42780981406813,119.36000061035156,97.79460906982422,197723700.0,1,0,0,True
2010-11-19,38.693296324065074,-0.0946317766353646,97.28265075683593,98.21037902832032,95.50114883422852,91.86575981140136,95.24038479347634,100.440143465801,119.9000015258789,98.06363677978516,156852900.0,1,0,0,True
2010-11-22,81.52620359779553,-0.11802271061822767,97.308740234375,98.0228759765625,95.63273056030273,92.01231483459473,95.35035631136734,100.45163953824203,119.69000244140625,97.98211669921875,181361000.0,0,0,1,True
2010-11-23,-35.93403919464426,-0.19091628481648648,97.35602416992188,97.76526565551758,95.73707748413086,92.14922615051269,95.31725286664786,100.46273446855722,118.7699966430664,96.56363677978516,222309000.0,0,1,0,True
2010-11-24,-23.446165727784845,-0.20022866067230805,97.67885284423828,97.61037139892578,95.8629832458496,92.29497055053712,95.47520648143472,100.45315502979574,119.19999694824219,97.99026489257812,140046100.0,0,0,1,True
2010-11-26,-11.147861129812402,-0.2506744106598169,97.48972015380859,97.37884826660157,95.96654983520507,92.40302909851074,95.52724939737011,100.43372090902638,119.16000366210938,96.84894561767578,76007800.0,1,0,0,True
2010-11-29,-14.204288685290308,-0.28175887872441785,97.30548400878907,97.2940673828125,96.07530197143555,92.50550842285156,95.60786587628495,100.40772784319746,118.5,97.1424560546875,223642300.0,1,0,0,True
2010-11-30,-15.160205648741389,-0.3269936381184666,97.02830505371094,97.16852264404297,96.14508544921875,92.59603813171387,95.6022474291219,100.41008396125896,117.9800033569336,96.59622192382812,233930700.0,0,1,0,True
2010-12-01,-62.0198681182814,-0.28948059087807976,97.445703125,97.40086364746094,96.25970626831055,92.7065446472168,95.66663505671337,100.47124488713428,120.19999694824219,98.65062713623047,221037200.0,0,1,0,True
2010-12-02,90.32439195581188,-0.21458868383941265,97.83049011230469,97.75467147827149,96.40872909545898,92.81646926879883,95.64087429384048,100.7097803082103,121.19999694824219,99.91419982910156,191213600.0,1,0,0,True
2010-12-03,32.11863345393821,-0.14645723468460448,98.49735260009766,97.99353637695313,96.57813339233398,92.92916557312012,95.59344793017024,100.80856775586491,122.13999938964844,100.18325805664062,151288900.0,1,0,0,True
2010-12-06,31.648486510575573,-0.09808841547272529,99.08430938720703,98.19489669799805,96.7075912475586,93.0405583190918,95.59018923389026,100.81508649242811,122.62999725341797,100.07723999023438,103050500.0,1,0,0,True
